id,file,text
133662180,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"This hotel we Stayed in this hotel for just day rest as our flight was late at night . The rooms are adequate , clean . . a little musty but overall it was at a bargain price of $ 60 . The hotel has free transfers to the airport , it ' s literally next door . The staff are super bubbly and friendly ."
131020469,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"It ' s very near the airport like less than 5min . Even tho i stay only for 1 night and arriving late , i still get picked up . Room & bathroom is clean . Price is budget and it has free wifi ! Many hotels do not give free wifi , so this is great !"
120006104,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Friendly staff with lovely clean rooms , although they were quite dark inside . Nice clean pool to lounge around , breakfast was average but it ' s easy to go elsewhere . Very close to airport , and they can arrange transport for free - so perfect for an overnight stay ."
119458733,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"A very good option for those that need to stay close to Denpassar airport . Efficient shuttle service , very friendly staff and decent rooms with free wi fi . An honest hotel . Breakfast is a bit limited in "" western "" options ( spaghetti carbonara , anyone ? ) ."
114818852,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"have to catch a morning flight back to our home , this a smart option . just a step away from the airport with pick up and drop service . situated within nice area , it ' s not crowded at all . we always ask to have a room in the opposite of swimming pool and we ' re enjoy walking to kuta in the evening . room is smallish and compact ."
94991750,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"staff is incredibly nice and friendly . . . . . breakfast good , Airport pick up and Drop and free WiFi are Pluses for reconsidering to stay again . However , if rates keep going up . ( service still same ) . . then competition might get tough with more other options . . . . . better keep rates reasonable . . . . . . ."
873855799,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We had a layover in Bali so we didn ' t want to be far from the airport . So glad to stay at Harris Kuta Tuban , the staff are really friendly and were so helpful too allow us to have a early check - in so that we could relax before taking our next flight ."
873619941,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"The room is nice and clean , and very closes to the airport , not far to the others places the staffs were polite , the food is ok and had a free shutle bus which i didnt know until the staff told me about it , i appreciated thanks ."
867932261,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,3 stars because i wouldnt call it very good but it is above average hotel but so close to the airport . stayed here because i got very sick .
855975332,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"I love to stay at Harris Tuban . It ’ s close to the airport , only bus ( I ’ m sorry to say ) probably need to have a good air conditioner . The driver is good and friendly . I love to stay at Harris Tuban . And tell to all friends to stay there ."
751438502,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Since I started to stay at this hotel , I get to know some of the staff , makes it easier to communicate when I need something , like extra bottles of water , extra toilet paper and pick up / transfer from and to the airport . In general , it is a perfect location for transit . ."
726964047,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"I stay there to take a time before a long way flying back to my country , it is near the airport , they have pick up service anddrop off , that ' s why O decided to stay there . The food is amazing , they are very happy people and nice . So many facilities . I relaxed a lot ."
719217375,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Had to stay here due to a delayed flight , would not recommend . The complementary buffet food had been sitting out for hours , when we went to order food instead of taking the risk it was going to be an hour wait for spaghetti . . others in our group ordered food and when they received it it was all cold ( pizza , burger , and spaghetti ) ."
709392093,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"A regular stop for us in Bali , located right next to the airport and close enough to main shopping strips with plenty of eating and restaurant choices , with a large mall only 10min walk away . Exceptionally friendly service by all staff , great pool area and relaxing comfortable rooms ."
706747794,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,We stayed here for our really short 7 hour layover in Bali . We didnt fancy staying in the airport for that long and thankfully we found this place ! they picked us up from the arrivals and shuttled us to the hotel in a matter of minutes . We used the spa massage and had in room dining and was fantastic for that really short stop over . Staff were all fantastic !
704532087,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,The service was very good . But the hotel should work on its poor internet connection . We couldn ’ t find internet at night and the connection was not secure . Apart from that the staff were friendly and the view was good .
694509023,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,We chose HARRIS Hotel as we were srriving to Bali late at night . Free shuttle to and from airport was great tho we did have trouble finding our driver as he was already taking other clients and hadnt returned yet to the airport .
694215769,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"This was the first time I stayed at the hotel for transit en - route to Sydney . I can only recommend highly of the professionalism of the staff , cleanliness and facilities in the room , airport transfer with very polite drivers . Will always choose to stay here !"
694025165,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Excellent hotel , staff and facilities . Never have any trouble with my bookings etc . Intend to use in future visits to Bali . There was no trouble checking in or out . Room was clean and facilities were excellent ."
694006089,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Conveniently located near the airport for those late flight arrivals . Only downside was the very loud 5 . 15am wakeup call from the call to prayer down the road . Out of the hotel ' s control , but still . . ."
690852579,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"The location close to airport and hotel prepare ti pick up and drop to airport . Front desk staff is very welcome and humble welcoming me . For me the negative thing is bath towel not so good , and also the breakfast restaurant not so responsive ."
683380138,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Excellent location and service , except the price . Booked thru Agoda and during the booking it ' s hard to notice that they have this Transit offer which means you can only use the room for 7hrs and you have to pay 135 , 000 IDR equivalent to 10 USD to avail the room for overnight ."
683135846,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"It is a hotel that is very near Ngurah Rai Airport , only take 5 minutes by car . The airport shuttle is very good as it saves money from the expensive taxi at the airport counter . The hotel ' s staff were very friendly and responsive and the hotel room was spacious . Overall , it was an pleasant experience to stay at Harris Tuban ."
680284807,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We booked a 7 hour transit room here before our late evening flight out and it was lovely . Clean rooms , friendly staff , free transfer to airport which runs every 30mins . Our room was 506 , 000rp which we thought was very reasonable ."
678395280,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We flew in late so stayed here one night before commencing our trip . For $ 50 , 000rp it had a pick up from the airport , WiFi , 2 bottles of water , toothbrush etc . it ’ s a big hotel with clean rooms and everything you need . I would stay here again as a stop over ."
678313723,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,My flight is 7 in the morning so i choose this hotel . . The hotel is very near to the airport and they have free shuttle every 30 minute . . very close to mall ( sorry i forgot the name ) by walk around 9 minute . The room not big but comfortable . .
670045614,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We had one night at Harris in between flights . The staff were all very friendly , the room was clean and the free shuttle bus service to and from the airport was excellent . The room service had limited menu ( at 3am ) but what we could order was fresh and good quality ."
661974194,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Loud loud loud ! All night ! Had a flight at 7 . 40am and was still awake at 2am . Noise from kitchen and reception all night . Room was next to pedestrian footpath on a busiest cut thru , horrendous . Guests shouting til early hours ."
661774338,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,Nice place to stay close to airport . AC was very noisy couldn ' t sleep well . . . Pool is nice and rooms are spacious . All in all not too bad . Breakfast wasn ' t included . Staff super friendly . And close to airport .
657140059,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Have stayed at Harris Hotel several times prior to a flight - airport transfers are efficient and free , the rooms are bright and comfortable , with good wi - fi and a good selection of TV - channels . There is a pool and a spa ."
654432958,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"The location is excellent . Near airport and kuta . The hotel provides transportation to airport and Lippo mal Kuta . So , it is a perfect choice for you who find good location and good value of money ."
653613849,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"If need a place for a night or 2 transitting through Bali ( as i do more than a dozen times a year ) harris tuban is place for you . Quick walk to and from airport . Clean rooms , good ac , hot shower , clean sheets and decent breakfast ."
651138739,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We book for two rooms . The hotel was nice . They have great service and hospitality from all the staff especially their manager Ms . Rajani . The rooms was super clean , fresh , and comfy . The pool was nice and clean , breakfast was delicious but need bit more variative . We were really happy staying in this hotel ."
649610229,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,We needed to be close to the airport due to an early flight . It was the right choice and a free shuttle was an added bonus . Rooms were clean and comfortable . Service was good too . Good location for food in area local and western .
648073591,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Booked a transit room for between flights . Room was clean , bed very comfortable and all the amenities we needed were onsite . We ate at the café service was excellent as was food . Only problem was the noise , we were trying to have an afternoon sleep before an early morning flight and there was lots of noise from in the hotel and outside ."
647250099,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,I booked this hotel as a transit room . But it is so quiet and in such a great location i would stay there again . The rooms are very clean and contain everything you would need . There is a nice pool . The hotel offers free transport to the airport and also to Kuta square and other locations .
643398515,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Tired rooms - hotel rooms clearly havent had renovation for long time . The room also didnt feel clean enoughNo noise isolation - could hear the road outside , and once prayer time started at around 4 ."
637915437,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Great value for money , very near the airport , nice and clean room , quiet hallway , had a good night rest . Food was a little too salty , had the nasi goreng kampung and soto ayam and strawberry juice , reasonable prices for the food and drink ."
636184364,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Very close to the airport but we didn ' t hear any airplane , receiving a baby coat which is surprisingly good for my baby and her brother to sleep in , cozy bed , I will definitely go back to this hotel again ."
634736746,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,I stayed for two nights and had two rooms with connecting doors . The service was excellent and the staff very friendly and well spoken in English . I arrived at midnight from the airport which is five minutes away . The staff were very efficient and fast at checking and a porter showed me my room which overlooks a superb swimming pool which has a call phone service for requesting food and drinks .
633317270,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,I used the hotel for a transit stop in Bali . Very good service . I was picked up from the airport and delivered back to the airport as requested . Hotel is a few minutes drive from the airport and food and drink are available in the hotel and at shops near the hotel .
630188329,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Great hotel location , friendly staff , delicious food , clean comfortable room . Very good massage at the Spa , nice pool . Of the minuses note bad Internet and noise from the construction site nearby . For us , these disadvantages were insignificant ."
628307101,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,So that night I was ordering oxtail soup . I ate some but it ’ s really shocking because I found a maggots . In my soup . Disgusting . Makes me sick and vomit . I have a picture of it . I will not recommend to eat at Harris restaurant .
627169884,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We arrived late at night do we needed a clean place to stay , the hotel offered us free pick up from the hotel . The staff is amazing we checked - in in no time , our room was nice and clean . The breakfast was delicious not much variety but was enough for is ."
618094298,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"I stayed at the Harris for 1 evening on my way back to Australia . Service was friendly , room very clean and the bed comfortable . Just what I needed before flying home . Breakfast was plenty of fruit , pancakes and of course good coffee ."
614232355,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,Perfect cheap hotel close to airport . We booked day use for 6 hours before fly out . Good cheap hotel for eha4 we wanted . Bathroom was clean however shower had mould . Good value for basic facilities . .
606605587,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Budget accommodation with excellent breakfast and friendly , helpful staff . Free airport shuttles 24 hours . WiFi speed was poor . ATM nearby and nice sate across the road . The pool looked nice although we didn ' t get a chance to use it ."
600709118,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"We used the Harris Hotel to store our bags & to have shower facilities before our late night flight . The hotel was clean with a very decent pool & is located within walking distance to 2 shopping malls , Kuta beach & the airport . So it was convenient in every way . The free airport transfer inclusion was a bonus too ."
597597887,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"If you need to go to airport early morning then you should definitely stay at this hotel . They will "" wake you up "" if you ask them to , so you are not late . They have drop service to airport and its free of charge , you can always give a tips to the driver up to you ."
596270671,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"So we stayed one night in this hotel and it was alright . Nothing more nothing less . They had a pool which looked ok , and a gym . The gym needs to improve immensely though since all the equipment is rusty or broken . The room was alright but with dirty sheets ( looked like a dirty footprint ) so we asked them to change it which they did straight away ."
595168243,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"So . . . you are in transit waiting for your next flight and have been kicked out of your hotel at mid - day . This is the answer . 10 minutes by their free shuttle to the airport . Clean , nice pool , good food ( tho of course unexciting ) and helpful staff . A lot better than hanging around for 9 hours at the airport in Denpasar ."
580080442,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Booked a room for 6 hours as we had a late flight . Rooms were clean , comfy bed , amenities , bottled water and good room service . They also offer a free shuttle service to the airport which is 5 minutes away ."
571249298,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,We stayed at the Harris hotel at the start and end of our Bali vacation . It is a 5 minute walk to the airport or a 7 minute drive . The the bed was comfortable . The room was cool w / a lot of natural light . The breakfast buffet was full and plentiful and the staff very helpful . Simple lodging for an airport hotel .
567596207,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"I had to book a hotel quickly and stumbled upon this hotel . I didn ' t expect much but this was a really nice hotel . The staff was great , providing the documents I needed to be printed . Also , their room service was great : the food was delicious and I found myself ordering more . Overall , I recommend this place ."
566783385,HARRIS_Hotel_Kuta_Tuban-Tuban_Kuta_Kuta_District_Bali.json,"Booked in for day use before late flight . Hotel is old and needs attention . Reception would not change a 50k note for transport . Room was booked for 1pm check in , waited for an hour as room not ready . As a Harris hotel fan and member I was very very disappointed with the standard of property and service . Would not recommend ."
