comment_id,target,opinion,sentiment,confidence,category,top_category_score
5438719,beach cottages,loved,POS,1.0,facility,0.88
5438719,budget hotel,goods,POS,1.0,price,1.00
5438719,flight,long,NEG,0.9937,environment,0.80
5438719,staff,friendly,POS,1.0,service,1.00
5438719,staff,helpful,POS,0.9998,service,1.00
5438719,guest,enjoyed,POS,1.0,environment,0.71
5438719,pool,great,POS,1.0,facility,1.00
5438719,staff,no rudeness,POS,0.9341,service,1.00
5438719,everyone,eager tom help,POS,1.0,,
5438719,hotel,safety,POS,1.0,facility,0.93
5438719,hotel,quiet,POS,1.0,facility,0.93
5438719,shop,along the road,POS,0.9427,experience,1.00
5438719,staff,friendly,POS,1.0,service,1.00
5438719,across,light,POS,0.9973,experience,0.50
105053946,room,dining,POS,0.9582,facility,0.86
105053946,room,basic,NEU,0.6788,facility,0.86
105053946,room,old,NEG,0.4865,facility,0.86
105053946,pool,enjoyed,POS,0.9998,facility,1.00
105053946,lounger,enjoyed,POS,1.0,facility,0.80
105053946,air cons,great,POS,0.9991,facility,0.83
105053946,waterbom park,10 mins walk,POS,0.822,facility,0.86
105053946,discovery plaza,10 mins walk,POS,0.6493,environment,1.00
340119793,double room,great,POS,0.5689,facility,0.86
340119793,room,great,POS,0.7317,facility,0.86
340119793,double room,spacious,POS,0.5546,facility,0.86
340119793,room,cleaners,POS,1.0,facility,0.86
340119793,location,goods,POS,0.9999,environment,1.00
340119793,location,quiet down a side road,POS,0.9988,environment,1.00
340119793,lippo mall,next,POS,0.8119,environment,1.00
340119793,cinema,next,POS,0.509,facility,0.88
340119793,restaurant,next,POS,0.5635,food,1.00
340119793,beach,short walk,POS,0.7536,environment,0.67
340119793,price,free,POS,0.9856,price,1.00
124637732,place,goods,POS,1.0,environment,1.00
124637732,bed,clean,POS,0.9996,facility,0.89
124637732,room,cool,POS,0.9999,facility,0.86
124637732,pool area,great,POS,0.9974,facility,1.00
124637732,water in the pool,clean,POS,0.9129,facility,0.92
124637732,pool bar,does not open,NEG,0.9944,facility,1.00
124637732,restaurant,light,POS,0.9998,food,1.00
124637732,garden,amazing,POS,1.0,environment,0.75
124637732,hotel,safety,POS,1.0,facility,0.93
124637732,everyone,friendly,POS,1.0,,
124637732,budget travel,really goods,POS,0.5012,price,1.00
124637732,budget travel person,really goods,POS,0.8832,price,1.00
121724578,bakung beach cottages,stayed,POS,0.5527,facility,0.88
121724578,stay,adequate,POS,0.9999,experience,1.00
121724578,place,works,NEG,1.0,environment,1.00
121724578,place,horrible,NEG,1.0,environment,1.00
117884167,budget hotel,best,POS,0.9997,price,1.00
117884167,staff,fantastic,POS,1.0,service,1.00
117884167,management,fantastic,POS,0.9996,service,1.00
117884167,hotel,needs an upgrade,NEG,1.0,facility,0.93
685101496,rim pool,great,POS,0.852,facility,1.00
685101496,gym,great,POS,0.9648,facility,0.86
685101496,restaurant,great,POS,0.7354,food,1.00
685101496,gym,great view,POS,0.5563,facility,0.86
685101496,restaurant,great view,POS,0.5594,food,1.00
685101496,room,comfy,POS,1.0,facility,0.86
685101496,bakung,does well,POS,0.3457,,
295558103,hotel,works,NEG,1.0,facility,0.93
295558103,room,dirty,NEG,0.9989,facility,0.86
295558103,fridge,filthy,NEG,0.5951,facility,0.53
295558103,sheet,threadbare,NEG,0.9951,facility,0.83
295558103,towel,threadbare,NEG,0.9965,facility,0.71
295558103,sheet,dirty colour,NEG,1.0,facility,0.83
295558103,towel,dirty colour,NEG,1.0,facility,0.71
295558103,staff,not rude,POS,0.9273,service,1.00
295558103,staff,no help,NEG,0.9999,service,1.00
295558103,room,old,NEG,0.9999,facility,0.86
295558103,room,depressing,NEG,0.9992,facility,0.86
295558103,breakfast,passable,POS,1.0,food,0.77
227816563,place,clearly con the way up,POS,0.9999,environment,1.00
227816563,improvement,lots,POS,1.0,service,0.90
227816563,price,gem,POS,0.7576,price,1.00
227816563,place,gem,POS,0.9602,environment,1.00
227816563,pool,ice,POS,0.9997,facility,1.00
227816563,room,clean,POS,0.997,facility,0.86
227816563,garden,lovely,POS,0.9959,environment,0.75
227816563,water pressure,little light,NEG,1.0,facility,0.92
227816563,pool,broken tiles,NEG,1.0,facility,1.00
227816563,breakfast,bit lean,NEG,0.9991,food,0.77
227816563,cat,mangy,NEG,0.9664,environment,0.71
227816563,cat floating,mangy,NEG,0.659,experience,0.74
209982822,beach hotel,comfortable,POS,0.9997,facility,0.93
209982822,beach hotel,affordable,POS,0.9989,facility,0.93
209982822,this,convenient,POS,0.999,,
209982822,shopping malls,close,POS,0.9998,environment,1.00
209982822,lippomall,light next door,POS,0.6428,,
209982822,discovery mall,light next door,POS,0.7716,environment,1.00
209982822,discovery mall,15 mine walk,POS,0.9149,environment,1.00
209982822,cupboard space,varied,POS,0.9998,environment,0.89
209982822,terrace,has,NEU,1.0,facility,0.86
107068313,room,filthy,NEG,1.0,facility,0.86
107068313,room,smell of moth walls,NEG,0.8775,facility,0.86
107068313,bathroom,didn ' t want tom use,NEG,0.697,facility,0.80
107068313,hotel,terrible,NEG,0.5182,facility,0.93
107068313,rack rates,cheaper,POS,0.6072,food,0.86
107068313,place,needs tom lift its game,NEG,1.0,environment,1.00
467159630,reception,refreshing smile,POS,0.5042,service,1.00
467159630,room,eat,POS,0.9997,facility,0.86
467159630,room,clean,POS,0.9993,facility,0.86
467159630,bathroom,big,POS,0.9936,facility,0.80
467159630,bathroom,clean,POS,0.9834,facility,0.80
467159630,pool,large,POS,0.8436,facility,1.00
467159630,main street,end of the lane,POS,0.5714,environment,0.71
467159630,stall sellers,lovely,POS,0.9854,environment,0.82
304503322,location,excellent,POS,0.9999,environment,1.00
304503322,room,hand,POS,0.2746,facility,0.86
304503322,room,back into the mall,NEG,0.4526,facility,0.86
304503322,motorbike,back into the mall,NEG,0.4632,facility,0.60
304503322,room,not cleaners,NEG,1.0,facility,0.86
304503322,breakfast,poor,NEG,1.0,food,0.77
304503322,pool bar,not open,NEG,0.9992,facility,1.00
304503322,staff,issue,NEG,0.9998,service,1.00
217696913,property,used,NEG,0.2769,facility,0.93
217696913,life,easy,POS,0.8333,experience,0.92
217696913,booking online,easy,POS,0.9903,service,0.89
217696913,booking online,affordable,POS,0.9959,service,0.89
217696913,sit,loved,POS,0.9978,experience,0.50
217696913,lippo mall,new,POS,0.9889,environment,1.00
217696913,lippo mall,next door,POS,0.9609,environment,1.00
207804376,location,great,POS,1.0,environment,1.00
207804376,staff,friendly,POS,0.9239,service,1.00
207804376,bathroom,updated,POS,0.9779,facility,0.80
207804376,bakung beach hotel,not the hilton,NEG,0.8296,facility,0.93
207804376,beach hotel,not the hilton,NEG,0.4669,facility,0.93
207804376,pool,clean,POS,0.5266,facility,1.00
207070237,experience,great,POS,1.0,experience,1.00
207070237,hotel,reaching for the stairs,POS,1.0,facility,0.93
207070237,room,dingy,NEG,0.9682,facility,0.86
207070237,breakfast menu,laughable,POS,0.6295,food,0.83
207070237,hotel,undergone significant building renovations,NEG,0.9647,facility,0.93
207070237,hotel,building renovations,NEG,0.8237,facility,0.93
207070237,transport,close tom the airport,POS,0.3672,facility,0.80
207070237,engineering skills,quaint,POS,0.9998,experience,0.80
207070237,engineering skills,smile,POS,0.9194,experience,0.80
142685672,upgrade,need of a goods,NEG,0.9996,service,0.86
142685672,room,tiling floor tom ceiling,NEG,0.4624,facility,0.86
142685672,product,lovely,POS,0.5222,facility,0.88
142685672,hotel,recommend,POS,0.9939,facility,0.93
142685672,manager,friendliness,POS,0.9839,environment,0.71
142685672,staff,friendliness,POS,0.8482,service,1.00
142685672,pool,lovely,POS,0.9999,facility,1.00
142685672,garden,pretty,POS,0.5357,environment,0.75
130559223,air con,little mouldy,NEG,0.5042,facility,0.83
130559223,air con,worked well,POS,0.5024,facility,0.83
130559223,sheet,clean,POS,0.9974,facility,0.83
130559223,staff,friendly,POS,1.0,service,1.00
130559223,room,recommend,POS,0.508,facility,0.86
116001939,hotel,beautiful,POS,1.0,facility,0.93
116001939,garden,amazing,POS,1.0,environment,0.75
116001939,pool,great,POS,1.0,facility,1.00
116001939,room,basic,NEU,1.0,facility,0.86
116001939,bed,comfy,POS,0.9998,facility,0.89
116001939,air con,goods,POS,0.9912,facility,0.83
116001939,shower,goods,POS,0.9999,facility,1.00
116001939,bathroom,small,NEG,0.9983,facility,0.80
116001939,wall,things,NEG,1.0,facility,0.86
116001939,staff,friendly,POS,1.0,service,1.00
116001939,staff,helpful,POS,0.9999,service,1.00
92852386,stay,enjoyed,POS,0.9895,experience,1.00
92852386,staff,fantastic,POS,0.9996,service,1.00
92852386,happy,friendly,POS,0.9471,experience,0.50
92852386,staff,helpful,POS,0.6676,service,1.00
92852386,room,cleaners,POS,0.9729,facility,0.86
92852386,room,basic,NEU,0.5171,facility,0.86
92852386,balcony,ice,POS,0.5007,facility,0.92
92852386,pool,ice,POS,0.9993,facility,1.00
92852386,breakfast,pritty,NEG,0.9369,food,0.77
92852386,breakfast,basic,NEU,0.9871,food,0.77
92852386,staff,definetly,POS,0.5779,service,1.00
74857121,hotel,run down,NEG,1.0,facility,0.93
74857121,hotel,cheap,POS,0.9867,facility,0.93
74857121,situate,ideally,POS,1.0,environment,1.00
74857121,tuban beach,five minutes walk,POS,0.5621,environment,0.67
74857121,bathroom,clean,POS,0.9976,facility,0.80
74857121,drain,grouting,NEG,0.7324,environment,0.71
74857121,bathroom,grouting,NEG,0.9472,facility,0.80
74857121,drain,rates,NEG,0.6468,environment,0.71
74857121,bathroom,rates,NEG,0.9982,facility,0.80
74857121,bakung ' s beach,air sharp,POS,0.999,,
74857121,entertainmentt,free,POS,1.0,,
74857121,pool,goods size,POS,0.9996,facility,1.00
74857121,food,excellent,POS,0.9977,food,1.00
29162261,room,pleased,POS,1.0,facility,0.86
29162261,room,basic,NEU,1.0,facility,0.86
29162261,pool,lovely,POS,1.0,facility,1.00
29162261,breakfast,basic,NEU,1.0,food,0.77
29162261,honey pancake,goods,POS,1.0,food,0.77
29162261,food,goods,POS,1.0,food,1.00
29162261,trip,only about 10 mins,POS,0.3978,experience,0.92
493882930,place,horrible,NEG,1.0,environment,1.00
493882930,room,poor condition,NEG,0.9999,facility,0.86
493882930,room changes,poor condition,NEG,0.9999,facility,0.86
493882930,bathroom,dirty,NEG,1.0,facility,0.80
493882930,hot water,pool operating,NEG,1.0,environment,0.71
493882930,breakfast,rubbish,NEG,0.9998,food,0.77
493882930,pool,over chlorine,NEG,0.985,facility,1.00
493882930,pool,chlorine,NEG,0.9962,facility,1.00
493882930,pool,ice,POS,1.0,facility,1.00
493882930,mall,beside,POS,0.9985,environment,1.00
493882930,car park,noisy,NEG,0.9999,environment,0.75
493882930,room,pool lit,NEG,1.0,facility,0.86
493882930,room,basic,NEU,1.0,facility,0.86
493882930,ceiling,rates,NEG,1.0,facility,0.67
493882930,ceiling,squirrels,NEG,1.0,facility,0.67
493882930,stay,will put a dark cloud,POS,0.4921,experience,1.00
492638943,this place,negative reviews,NEG,1.0,environment,1.00
492638943,kuta beach,close proximity,POS,0.617,environment,0.67
492638943,place,pleased,POS,1.0,environment,1.00
492638943,air condition,leaked,NEG,0.9999,environment,0.91
492638943,bathroom,clogged,NEG,0.999,facility,0.80
492638943,staff members,friendly,POS,0.9993,service,0.95
492638943,breakfast,decent,NEU,0.9999,food,0.77
492638943,place,recommend,POS,1.0,environment,1.00
457745719,hotel,love everything,POS,1.0,facility,0.93
457745719,beach,5 minutes walk,POS,0.9987,environment,0.67
457745719,beach,minutes walk,POS,1.0,environment,0.67
457745719,food,easy tom find,POS,1.0,food,1.00
457745719,airport,near,POS,1.0,environment,1.00
457745719,lippo mall,next tom,POS,0.7194,environment,1.00
457745719,room,big,POS,1.0,facility,0.86
457745719,room,already renovated,POS,0.9999,facility,0.86
324315173,time,fabulous,POS,1.0,experience,0.92
324315173,view,westerly,POS,0.9823,environment,1.00
324315173,room,clean,POS,0.9997,facility,0.86
324315173,room,comfortable,POS,0.9994,facility,0.86
324315173,room,tidy,POS,0.9993,facility,0.86
324315173,balcony,goods size,POS,0.8928,facility,0.92
324315173,balcony,decent,POS,0.473,facility,0.92
324315173,air conditioner,worked perfectly,POS,0.682,facility,0.67
324315173,shower water,low,NEG,0.7213,facility,1.00
324315173,shower water pressure,low,NEG,1.0,facility,1.00
324315173,staff,lovely,POS,0.9997,service,1.00
324315173,staff,happy,POS,0.9338,service,1.00
324315173,staff,welcoming,POS,0.9961,service,1.00
324315173,breakfast,enjoyed,POS,1.0,food,0.77
324315173,pool,enjoyed,POS,1.0,facility,1.00
324315173,location,excellent,POS,1.0,environment,1.00
323343135,sit,fine,POS,0.975,experience,0.50
323343135,hotel,fine,POS,0.9825,facility,0.93
323343135,sit,clean,POS,0.9961,experience,0.50
323343135,hotel,clean,POS,0.6312,facility,0.93
323343135,sit,tidy,POS,0.9894,experience,0.50
323343135,hotel,goods,POS,1.0,facility,0.93
323343135,staff,great,POS,1.0,service,1.00
323343135,staff,pleasant,POS,0.9537,service,1.00
323343135,people,pleasant,POS,0.6599,service,0.55
323343135,food,goods,POS,0.9999,food,1.00
323343135,shop,central,POS,0.9821,experience,1.00
323343135,restaurant,central,POS,0.9996,food,1.00
323343135,swim up bar,well maintained,POS,0.5117,experience,0.78
323343135,garden,well maintained,POS,0.999,environment,0.75
323343135,room,well maintained,POS,0.9998,facility,0.86
298999201,room,clean,POS,0.9997,facility,0.86
298999201,ground,eat,POS,0.9976,environment,0.95
298999201,ground,tidy,POS,0.8529,environment,0.95
298999201,staff,friendly,POS,0.9778,service,1.00
298999201,price,goods,POS,0.9984,price,1.00
298999201,location,goods,POS,1.0,environment,1.00
298999201,location,not too noisy,POS,1.0,environment,1.00
298999201,money,worth,POS,1.0,price,0.88
250458639,value for money,excellent,POS,0.9913,price,0.92
250458639,location,great,POS,0.9983,environment,1.00
250458639,room,spacious,POS,1.0,facility,0.86
250458639,bed,hard,NEG,0.9987,facility,0.89
250458639,bed,comfy,POS,0.9992,facility,0.89
250458639,pillow,extra,POS,0.98,facility,0.71
250458639,air conditioner,worked well,NEU,1.0,facility,0.67
250458639,bed bugs,no,NEG,0.9999,environment,0.74
250458639,bathroom –,smell from the drain,NEG,0.9959,facility,0.80
250458639,towel,old,NEG,1.0,facility,0.71
250458639,towel,clean,POS,0.9833,facility,0.71
250458639,pool,quite deep,NEG,0.9999,facility,1.00
250458639,pool –,quite deep,NEG,0.7712,facility,1.00
250458639,pool,not over chlorine,NEG,1.0,facility,1.00
250458639,pool bar,closed,NEG,1.0,facility,1.00
250458639,bar drink prices,reasonable,POS,0.9913,food,1.00
250458639,staff,fantastic,POS,1.0,service,1.00
247485586,room,comfortable,POS,0.9992,facility,0.86
247485586,pool,excellent,POS,0.9998,facility,1.00
247485586,staff,friendly,POS,1.0,service,1.00
247485586,tuban beach,minutes walk,POS,0.5359,environment,0.67
247485586,food,great,POS,1.0,food,1.00
247485586,price,great,POS,1.0,price,1.00
247485586,lippo mall,next door,POS,0.9795,environment,1.00
237192799,room,acceptable,POS,0.9987,facility,0.86
237192799,door,not sealed,NEG,1.0,facility,0.92
237192799,door,have big gaps,NEG,0.9801,facility,0.92
237192799,door,big gaps,NEG,0.9989,facility,0.92
237192799,floor,filthy,NEG,0.9972,facility,0.92
237192799,floor,sandy,NEG,0.9978,facility,0.92
237192799,grout,gross,NEG,0.9977,facility,0.67
237192799,wardrobe,smell terrible,NEG,0.9996,facility,0.94
237192799,wardrobe,don ' t close,NEG,0.9346,facility,0.94
237192799,light,appalling,NEG,0.9994,environment,0.83
237192799,room,in ' t dark,NEG,1.0,facility,0.86
214747320,hotel,cheap,POS,0.9978,facility,0.93
214747320,location,goods,POS,0.794,environment,1.00
214747320,room,reasonable,POS,0.9962,facility,0.86
214747320,room,noisy,NEG,0.8633,facility,0.86
214747320,room,well fitted out,POS,0.9995,facility,0.86
214747320,room,clean,POS,0.999,facility,0.86
214747320,pool,small,NEG,1.0,facility,1.00
214747320,breakfast,limited,NEG,1.0,food,0.77
214747320,egg,no variety,NEG,0.6409,food,0.83
214747320,staff,great,POS,1.0,service,1.00
214747320,staff,helpfull,POS,1.0,service,1.00
207448181,hotel,amazing,POS,1.0,facility,0.93
207448181,price,amazing,POS,0.9993,price,1.00
207448181,that,doesnt get much better,NEG,0.9991,,
207448181,main kuta drag,closer,POS,0.9477,facility,0.71
207448181,kuta drag,closer,POS,0.8601,facility,0.71
207448181,location,great,POS,1.0,environment,1.00
207448181,scooter,5 mins,POS,0.7807,facility,0.71
207448181,kuta,5 mins,POS,0.5173,,
207448181,shop,great,POS,0.9997,experience,1.00
207448181,massage nails,great,POS,0.9993,environment,0.86
207448181,pool,fantastic,POS,1.0,facility,1.00
207448181,room,clean,POS,1.0,facility,0.86
207448181,room,modern,POS,0.9955,facility,0.86
207448181,wifi,free,POS,0.9983,facility,0.63
207448181,breakfast,ok,NEU,1.0,food,0.77
201968109,hotel,ice clean,POS,0.9739,facility,0.93
201968109,hotel,clean,POS,0.9628,facility,0.93
201968109,hotel,cheap,POS,1.0,facility,0.93
201968109,room,big,POS,0.9741,facility,0.86
201968109,room,big room,POS,0.8521,facility,0.86
201968109,shower,comfortable,POS,0.4213,facility,1.00
201968109,shower,hot,POS,0.5104,facility,1.00
201968109,reception area,nightmare,NEG,0.6467,service,1.00
186211023,review,disagree,NEG,0.5527,experience,0.80
186211023,locate,well,POS,1.0,environment,1.00
186211023,staff,smiling,POS,1.0,service,1.00
186211023,staff,friendly,POS,0.9999,service,1.00
186211023,staff,willing tom help,POS,1.0,service,1.00
186211023,room,have recently been renovated,NEG,0.9603,facility,0.86
184207132,deal,cheap,POS,1.0,experience,0.77
184207132,room,large,POS,0.9989,facility,0.86
184207132,room,clean,POS,0.9977,facility,0.86
184207132,room,spacious,POS,0.9971,facility,0.86
184207132,bed,comfy,POS,0.9989,facility,0.89
184207132,hotel,every central,POS,0.8899,facility,0.93
184207132,restaurant,not great,NEG,0.998,food,1.00
184207132,pool,not enough sun loungers,NEG,0.9994,facility,1.00
184207132,service,fantastic,POS,1.0,service,1.00
184207132,staff,warm,POS,1.0,service,1.00
184207132,staff,welcoming,POS,0.9994,service,1.00
184207132,staff,helpful,POS,0.9998,service,1.00
176944786,security guard,friendly,POS,1.0,environment,0.67
176944786,porter,ice,POS,0.8677,service,0.95
176944786,security,ice,POS,0.9783,service,1.00
176944786,deluxe double room,ok,POS,0.6344,facility,0.86
176944786,sit,clean,POS,1.0,experience,0.50
176944786,room,cleaners,POS,1.0,facility,0.86
176944786,wifi,free,POS,0.9998,facility,0.63
176944786,wifi,goods,POS,0.9945,facility,0.63
176944786,tv,annoying,NEG,0.9426,facility,0.67
176944786,same restaurant,rate,POS,0.3167,food,1.00
171419976,resort,impressive,POS,1.0,facility,0.88
171419976,locate,fortunately,POS,0.9949,environment,1.00
171419976,locate,short walk,POS,0.5895,environment,1.00
171419976,staff,friendly,POS,0.9999,service,1.00
171419976,room,basic,NEU,0.9999,facility,0.86
171419976,bed,comfortable,POS,0.9993,facility,0.89
171419976,air con,comfortable,POS,0.985,facility,0.83
171419976,pool,ice,POS,1.0,facility,1.00
171419976,budget,great,POS,1.0,price,1.00
171419976,place,luxury,POS,0.9996,environment,1.00
171419976,value,great,POS,0.9943,price,0.92
171419976,money,great,POS,0.722,price,0.88
171419976,surf spot,great,POS,1.0,facility,0.88
150752275,party,stayed,NEU,0.6637,environment,0.80
150752275,room,efficiently,POS,0.4535,facility,0.86
150752275,price,reasonable,POS,1.0,price,1.00
150752275,staff,attentive,POS,1.0,service,1.00
150752275,staff,kind,POS,1.0,service,1.00
150752275,room,comfortable,POS,0.9988,facility,0.86
150752275,room,dated,NEG,0.9967,facility,0.86
150752275,atmosphere,un,NEG,0.9995,environment,1.00
150752275,atmosphere,pretentious,POS,1.0,environment,1.00
150752275,mixture,old,NEG,0.761,food,0.83
148688286,hotel,fully booked,POS,1.0,facility,0.93
148688286,say,ok,POS,0.2903,environment,0.57
148688286,room,no courtesy,NEG,0.9968,facility,0.86
148688286,explain,no courtesy,NEG,0.6902,service,0.67
130403625,place,old,NEG,0.9032,environment,1.00
130403625,place,cheap,POS,0.9982,environment,1.00
130403625,place,matched its dollar value,POS,0.6589,environment,1.00
130403625,room,clean,POS,0.9998,facility,0.86
130403625,bathroom,clean,POS,0.9981,facility,0.80
130403625,towel,clean,POS,0.9998,facility,0.71
130403625,towel,grey,NEG,0.9999,facility,0.71
130403625,light switches,filthy,NEG,0.9969,environment,0.83
130403625,these,hadn ' t been cleaners,NEG,0.9521,,
130403625,pool,lovely,POS,0.9998,facility,1.00
130403625,ground,lovely,POS,0.9999,environment,0.95
130403625,staff,polite,POS,0.9999,service,1.00
130403625,staff,not over friendly,NEG,0.9926,service,1.00
130403625,this,recommend,POS,0.9899,,
130403625,coffee,no,NEG,0.5837,food,0.83
596478186,sit,spacious,POS,0.6041,experience,0.50
596478186,pool,big,POS,0.9192,facility,1.00
596478186,room,large,POS,0.9796,facility,0.86
596478186,room,so close,POS,0.683,facility,0.86
596478186,everything,so close,POS,0.7984,,
596478186,shopping malls,so close,POS,0.7742,environment,1.00
596478186,room,close,POS,0.5906,facility,0.86
596478186,everything,close,POS,0.624,,
596478186,shopping malls,close,POS,0.8917,environment,1.00
596478186,stay,goods,POS,0.8611,experience,1.00
596478186,stay,little tired,NEG,0.9888,experience,1.00
596478186,pool,missing tiles,NEG,0.9998,facility,1.00
596478186,room,not really,NEG,0.9637,facility,0.86
596478186,room,not really as described,NEG,0.995,facility,0.86
596478186,superior room,deluxe,POS,0.4437,facility,0.86
581303283,balcony,garden view,POS,0.9976,facility,0.92
581303283,room,clean,POS,0.9998,facility,0.86
581303283,room,simple,NEU,0.9726,facility,0.86
581303283,drain,doesn ` t works,NEG,0.9387,environment,0.71
581303283,bathroom,doesn ` t works,NEG,1.0,facility,0.80
581303283,water,can bed building hot,NEG,1.0,facility,0.92
581303283,water,building hot,NEG,1.0,facility,0.92
581303283,main road,close,POS,0.9834,environment,0.80
581303283,lippo mall,close,POS,0.977,environment,1.00
581303283,restaurant,close,POS,0.803,food,1.00
581303283,pool,ice,POS,1.0,facility,1.00
581303283,garden,beautiful,POS,0.9998,environment,0.75
549405211,hotel,bad,NEG,1.0,facility,0.93
549405211,service,shocking,NEG,0.9789,service,1.00
549405211,service,not every heplful,NEG,0.9998,service,1.00
549405211,pathway,dangerous,NEG,0.9999,environment,0.80
549405211,pathway,not levels eat mall,NEG,0.998,environment,0.80
549405211,slippery,we,NEG,0.9982,experience,0.50
549405211,room,basic,NEU,1.0,facility,0.86
549405211,bed,hard,NEG,1.0,facility,0.89
549405211,bathroom,basic,NEU,1.0,facility,0.80
549405211,bathroom,dirty,NEG,1.0,facility,0.80
549405211,air,loud,NEG,1.0,facility,0.83
549405211,breakfast,coverage,NEU,1.0,food,0.77
544278109,premise,bad,NEG,1.0,service,0.53
544278109,staff,friendly,POS,0.9964,service,1.00
544278109,staff,not knowledgeable,NEG,0.9984,service,1.00
544278109,bed,hard,NEG,1.0,facility,0.89
544278109,towel,clean,POS,1.0,facility,0.71
544278109,breakfast,in ’ t recommended,NEG,1.0,food,0.77
544278109,massage place,goods,POS,0.9998,environment,1.00
544278109,massage place,cheap,POS,1.0,environment,1.00
531121159,room,booked,NEU,1.0,facility,0.86
531121159,staff,unfriendly,NEG,1.0,service,1.00
531121159,extra bed,got,POS,0.7596,facility,0.89
531121159,room,dirty,NEG,1.0,facility,0.86
531121159,bathroom,cockrouches,NEG,1.0,facility,0.80
531121159,shower,cold,NEG,1.0,facility,1.00
531121159,fridge,did not works,NEG,1.0,facility,0.53
531121159,pool,ice,POS,1.0,facility,1.00
531121159,place,every going back,NEG,0.9265,environment,1.00
531121159,place,no one,NEG,0.9223,environment,1.00
530082607,bed,extra,POS,0.9999,facility,0.89
530082607,the pool,broken,NEG,0.9465,facility,1.00
530082607,ph levels,well of,NEG,0.774,,
530082607,room,spacious,POS,0.9393,facility,0.86
530082607,room,pool equipped,NEG,0.9975,facility,0.86
530082607,bathroom,poor start,NEG,0.9999,facility,0.80
530082607,air cons,worked quite well,NEU,0.9866,facility,0.83
530082607,tom cats,aroma,NEG,0.891,environment,0.82
530082607,room,aroma,NEG,0.637,facility,0.86
530082607,tom cats,could not bed removed,NEG,0.5856,environment,0.82
530082607,breakfast,adequate,POS,0.9999,food,0.77
530082607,breakfast,not great,NEG,1.0,food,0.77
530082607,feature,works,NEG,1.0,facility,0.88
530082607,bed bug,shocking,NEG,0.8067,environment,0.74
530082607,holiday,quite spot,NEG,0.8571,experience,1.00
530082607,hotel,low price,NEG,0.6259,facility,0.93
530082607,issue,inexcusable,POS,0.9998,experience,0.86
493740830,breakfast,terrible,NEG,1.0,food,0.77
493740830,staff,lovely,POS,1.0,service,1.00
493740830,this,unprofessional,NEG,0.9984,,
493740830,bathroom,clogged,NEG,1.0,facility,0.80
493740830,this,would bed fixed,NEG,0.4636,,
493740830,this,clogging,NEG,0.9545,,
487192308,sit,great,POS,1.0,experience,0.50
487192308,sit,enjoyed,POS,1.0,experience,0.50
487192308,pay,given,POS,0.9769,price,0.78
487192308,people,best,POS,0.9999,service,0.55
487192308,hotel,best,POS,0.9995,facility,0.93
