"People that put up bad comments about this place must have expected four star resort at a Budget price ? I just brought my family here on my last visit , we had two connecting rooms & went out and did tours during the day & home to sit around the pool .",217696913
Kids loved it .,217696913
New Lippo mall next door .,217696913
"Resturant Pantai down on the beach & it ' s 6 , 000 rup ' s ( 50c ) to catch a blue cab to Kuta square .",217696913
We also stayed in a luxury resort as part of our Bali holiday but we will be back to Bakung Beach again in the future .,217696913
For a surfer this is a great location just 100meters to the boats out to the kuta reefs .,207804376
"I have been to this hotel on numerous occasions and the staff have not changed and are as friendly as always rooms have been painted , bathrooms updated and satelite TV installed also buffett breakfast that will keep you going if you are on a budget and happy with a simple menu .",207804376
Bakung Beach hotel is not the Hilton but the $ 1500 i saved went a long way to my wifes Shopping and my Bintang expenditure .,207804376
Pool and area around pool have been refurbished with new lounges .,207804376
"If you want to stay and lie around the pool all day and stay in your room hrs on end then go to a five star resort , but if you need a base to shower and catch some sleep in between your touring and shopping that is clean and .",207804376
I ' ve stayed here a number of times now and every time it ' s a great experience .,207070237
"It is evident with the influence of my long time friend Robert Rajendra , the GM of the Bakungs group of hotels , this humble hotel is reaching for the stars .",207070237
"My first experience was with fairly dingy rooms and a breakfast menu that was laughable , albeit sufficient .",207070237
"The hotel has undergone significant building renovations and very recently , an upgrade to the guest facilities that incorporated a complete make over of the pool area .",207070237
"The introduction of a coffee corner , swim up bar revamp and overhaul of the breakfast menu makes the Bakungs outrageous value for money .",207070237
Close to the airport with transport arrangements it ' s a ripper .,207070237
"Yes , there ' s still the quaint engineering skills which bring a smile , .",207070237
It all depends what you are looking for ! We have been coming to this hotel now for a number of years and although old and in need of a good upgrade it is happening .,142685672
We are currently staying here and the manager showed us one of the rooms that are almost finished being upgraded and what with the new tiling floor to ceiling in the bathroom .,142685672
"With new washbasins and toilet pedestals lovely floor tiles throughout , the finished product will be lovely .",142685672
We are .,142685672
pensioners and can not afford to stay in the other upmarket hotels and would recommend this hotel to anyone who are not over fussy .,142685672
I can not speak more highly of the friendliness of the manager and his staff ( and no I am not on the payroll ) .,142685672
Pool is lovely and the gardens pretty except for the moment while the upgrade is in .,142685672
this was the first time staying at Bakungs and have to say that i was suprised .,130559223
"after reading the reviews was expecting the worse , yes its old and a little mouldy but the air con worked well and the sheets were clean .",130559223
the staff are friendly and the highlight had to be the breakfast each day .,130559223
considering how little it cost to stay i have paid more and stayed in worse .,130559223
for those who see the room as some where to sleep and save their money for shopping i would recommend Bakung Beach catherine .,130559223
I stayed here for a week with a friend on my uni holidays .,116001939
"Since we were on a budget , I was quite sceptical about a low star hotel .",116001939
"The hotel is absolutely beautiful , with amazing gardens , beautiful Balinese architecture and a great pool .",116001939
"The rooms are very basic , but totally fine .",116001939
"Comfy enough beds , good air con , good shower ( although the bathroom was very small ) and a TV .",116001939
"The only problem was that the walls are quite thin , and the floor is made of tiles and often we heard out neighbours ( moving furniture ? ) in the middle of the night and yelling / partying etc but I guess that was just bad luck .",116001939
Staff are also very friendly and helpful .,116001939
havent heard the best things about bakung but I really enjoyed my stay .,92852386
"staff were fantastic so happy friendly and helpful , the rooms were cleaned everyday , room was basic with a bed small tv mirror and bathroom the balcony was nice to sit on and look at the beautiful garden .",92852386
the pool was really nice a decent size with a kiddie area but the tiles are abit slippery and some corners are a lil sharp .,92852386
breakfast was pritty basic but decent to get u through till lunch u cant expect to much from 20 bucks a night i really enjoyed my stay the staff definetly added to the experience .,92852386
This hotel is a bit run down but it is cheap and ideally situated .,74857121
It is only a short drive from the airport which is what you want when youa rrive jet lagged ! It is 10 minutes walk to the beginning of the main Kuta area and five minutes walk from the beautiful Tuban beach .,74857121
The thing to do is by some bleach and clean the bathroom to your own standards .,74857121
Don ; t get me wrong - it is not filthy ! but you will feel better if you do this .,74857121
Make sure the grating is fixed over the drain in the bathroom otherwise you will get rats coming up through the hole .,74857121
Bali has many rats and Bakung ' s Beach has its fair share .,74857121
Free entertainmentt is watching them running along the rafters .,74857121
The cats seem to ignore them ! ! The hotel has a good sized pool .,74857121
We didn ' t try the food but for excellent .,74857121
Booked two rooms for our family and were very pleased with our stay .,29162261
The rooms were very basic but served their purpose as we did not spend much time in them at all .,29162261
We had to ask for pool and bath towels as sometimes they were not left in our room .,29162261
The pool area was lovely although they need new and more sun lounges .,29162261
The breakfast was very basic and gave you a choice of egg styles i .,29162261
e scrambled etc .,29162261
"bacon or ham , toast or honey pancake .",29162261
Or Asian breakfast ( which we never had ) .,29162261
The honey pancake was very good .,29162261
We ate a few times at the restaurant for snacks and dinner and the food was very good .,29162261
In particular their pizza wasdelicious especially the ' alla romanna ' .,29162261
The trip from the airport was only about 10 mins and we were within walking distance to Centro and .,29162261
This is a horrible place to stay ! I booked here to be with friends who had booked a stay .,493882930
I should have left after the first night .,493882930
Room changes because of the poor condition then air conditioning breaking down .,493882930
Dirty bathroom and poorly operating hot water ( too hot then too cold ) .,493882930
The breakfast is rubbish .,493882930
"Pool was over chlorinated , and not enough deck chairs .",493882930
"If you want a hotel with a nice pool , this is not it .",493882930
On the positive it is beside a nice mall .,493882930
"However , if you happen to have a room backing onto it the car park is noisy at night like a construction site .",493882930
Poorly lit rooms and very basic .,493882930
At night I could here rats or squirrels in the ceiling .,493882930
"I ' ll give credit where credit is due , see my other reviews , but a stay here will put a dark cloud over your .",493882930
Prior booking I read numerous negative reviews of this place .,492638943
"I knew what I was getting myself into but decided to go ahead due the close proximity to Lippo Mall , Kuta Beach and to the Bali night life .",492638943
I have to agree that a lot of what other ppl mention in the past reviews were true but it was not all that bad .,492638943
Since I am out the entire day and only come back late at night to sleep I am pretty pleased with the place .,492638943
"Yes , on my first night the air condition leaked and the bathroom was clogged but it was quickly resolved by friendly staff members .",492638943
Breakfast was decent and nothing to complaint about .,492638943
I would recommend this place to those who just want a decent place to come back to to sleep after a long day out and about traveling and shopping around Bali .,492638943
If you are looking for .,492638943
I love everything about this hotel .,457745719
Just 5 minutes walk to the beach .,457745719
Easy to find the food around .,457745719
Near to Ngurah rai airport .,457745719
Next to lippo mall kuta .,457745719
My room was big and already renovated .,457745719
I ' ll be back for sure .,457745719
Both my wife and I had a fabulous time for 2 .,324315173
5 weeks in room 709 - so the top floor with a fabulous westerly view ( over and through the coconut trees ) of the sunsets .,324315173
"The room was clean , comfortable and tidy with a small fridge , good sized balcony and a decent sized TV with all cable channels available and the aircon worked perfectly .",324315173
Shower water pressure at times was low .,324315173
"The staff ( Marni etc on the front desk to Wayan , Wayan Sari , Ayu and Argung looking after us at breakfast - to name just a few ) were lovely and so very happy and always so welcoming .",324315173
Thoroughly enjoyed the breakfasts and the pool .,324315173
"The hotel location was also excellent for us being so close to Lippo Mall for shopping , a lazy 15 minute walk to Discovery Mall and Kuta , 5 minutes to the beach for a sunset walk .",324315173
It is a fine hotel central in the Kuta South area nothing fancy but clean and tidy .,323343135
This is a good hotel if you are on a budget or just want to do it cheap .,323343135
The staff are great people pleasant and will have a bit of a laugh with you .,323343135
The food is good and the hotel is central to lots of shops and restaurants .,323343135
There is a bar and a swim up bar as well gardens and rooms well maintained .,323343135
Stayed for a week .,298999201
"Rooms were clean , grounds were neat and tidy , staff very friendly and could have a joke with you and food was good at a good price .",298999201
Was a good location and not too noisy .,298999201
"Will definitely go back and take kids next year , definitely worth the money you pay .",298999201
If you ’ re on a budget this is excellent value for money in a great location .,250458639
If you ’ re after 5 star luxury with a lap pool go somewhere else .,250458639
Rooms – spacious with old balinese furniture .,250458639
"Bed was hard but comfy , extra pillows available on request .",250458639
Air conditioner worked well .,250458639
No bed bugs reported .,250458639
"Bathroom – as with all older resorts can be a bit smelly from the drain , buy a can of air freshener .",250458639
Towels are old but clean .,250458639
"Will change , if not happy .",250458639
"Pool – quite deep in the main section , not over chlorinated .",250458639
"Can go green with rain , normally fixed asap .",250458639
Pool bar currently closed due to water damage .,250458639
Bar drink prices very reasonable .,250458639
"Breakfast – rotating 3 main dishes , toast , juice , eggs plus bacon on request .",250458639
Can be boring if staying for a lengthy holiday .,250458639
"Staff – fantastic , .",250458639
We first came here 12 years ago and keep coming back .,247485586
Rooms are comfortable with aircon and a balcony .,247485586
Excellent pool and friendly staff .,247485586
"Cooked eggs , selection of 3 hot dishes , fruit , fruit juice , toast and coffee for breakfast , all for Rp50 , 000 if it isn ' t already included with your room rate .",247485586
Only a few minutes walk to the quiet Tuban Beach away from the madness of Kuta and the same distance to the beachside Pantai Restaurant .,247485586
Great food at a great price .,247485586
"we just kept going back ! For a far more up - market or special occasion meal or drinks , there is Ma Joly right next door to Pantai .",247485586
From Bakung you can walk to the Discovery Centre or Kuta along the beach walkway instead of the busy street .,247485586
Plus there is the large Lippo Mall right next door .,247485586
I booked for 2 nights as a layover at the end of my holiday .,237192799
Arrived at lunchtime with my two children ( 6 & 8 ) and was shown to a double room despite me asking for enough beds for three people .,237192799
After much negotiation I ended up with two single beds .,237192799
They wanted me to pay for an extra single despite booking for 1 adult and 2 children .,237192799
Room at first glance was acceptable .,237192799
Then it just went downhill .,237192799
- doors are not sealed and have big gaps under and around so mozzies just fly in and out as they please .,237192799
"- floor was filthy , sandy and grouting is gross .",237192799
"- wardrobes are circa 1950 , smell terrible and don ' t close .",237192799
- lighting is appalling .,237192799
They flicker crazily and yet at night the room isn ' t dark at all due to the windows over both doors and lights on outside .,237192799
- bathroom .,237192799
This is a cheap hotel in good location with reasonable rooms but we found ours on the 3rd floor to be a bit noisy as it backed onto the car park and air con units from the new Lippo Mall next door .,214747320
"The rooms are well fitted out and are reasonably clean , do get the normal Bali smell coming up the shower drain , fixed by putting rubber door mat over it .",214747320
"The pool is only small and there is not enough sun beds and shade for the amount of people who wish to use it , it also has no pool towels so use ones from room so have to ask for extra towels .",214747320
"The breakfast is limited and caters more for locals , rice and noodle dishes along with toast etc and fruit .",214747320
You can ask for eggs any style and bacon but no variety .,214747320
Generally the staff were great and helpfull but found reception hard to .,214747320
Well what can i say the hotel is amazing for the price .,207448181
$ 23 a night including breakfast .,207448181
It doesnt get much better than that .,207448181
If this hotel was closer to the main Kuta drag you would pay at least $ 60 per night .,207448181
Location is great if you are wanting to surf Kuta reef .,207448181
5 mins on the scooter and your in the heart of Kuta .,207448181
"Some great little shops , massage nails etc outside the hotel .",207448181
"Pool is fantastic , Rooms clean and modern , Free wifi , Sattelite tv .",207448181
Awesome .,207448181
Breakfast is ok you have to ask for them to cook you eggs otherwise its just the buffet .,207448181
Nice clean and cheap hotel to stay in .,201968109
The Room was a big room with a balcony to sit and watch the world go by .,201968109
Comfortable and with hot showers .,201968109
Reception area was a bit of a nightmare as it is at the top of some stairs .,201968109
After looking through the reviews I must say I completely disagree with KYLIES negative review .,186211023
If she wanted 5 star service she should ' ve paid for it .,186211023
Well located off Jl Kartika Plaza 5 minutes from Nurah Rai International airport .,186211023
This budget hotel has improved immensely since the arrival of the new GM with experience from a close by 5 star resort .,186211023
"Don ' t let the price put you off , the staff are always smiling , friendly and willing to help .",186211023
The rooms have recently been renovated .,186211023
If you don ' t like your room on arrival ask to be relocated .,186211023
I feel this establishment is rated very fairly and I ' ll be surprised if by stays end you haven ' t enjoyed yourself .,186211023
We stumbled across this hotel on agoda and got a very cheap deal .,184207132
"The rooms are large , clean and spacious and have comfy beds ! Hotel is very central and very close to the airport .",184207132
Downside is the restaurant is not great and there are not enough sun loungers by the pool .,184207132
"The service is fantastic from when you arrive , staff are warm , welcoming and helpful .",184207132
We were greeted by a friendly security guard and were checked in quickly with a welcome drink .,176944786
The porter and security helped us carry our bags to the room which was nice .,176944786
We stayed in a deluxe double room and it was OK .,176944786
"It was clean enough with a bed , wardrobe , tv , shower , air con and balcony with a view of the pool .",176944786
The room was cleaned daily and we were given bottled water each day .,176944786
There is also free wifi which was good .,176944786
The bad thing about the room was that we had a connecting door to another room and we could hear everything they said and the tv which was annoying at 7am when we wanted to sleep .,176944786
"We paid for breakfast and there was toast , fruit , rice , noodles , juice and hot drinks .",176944786
You can request an omelette or other eggs if you wish .,176944786
We ate in the same restaurant at lunch .,176944786
Bali obviously has some very impressive resorts on offer .,171419976
"Although this isn ' t one of the typical 5 star places , it is definitely more than enough .",171419976
"It is fortunately located at the quieter end of Kuta , but a short walk if you want to go into central Kuta .",171419976
"Staff very friendly , rooms basic , but have everything you need - comfortable bed , air con , TV with multiple channels , and wifi .",171419976
"The pool area is nice , and great after a morning surfing .",171419976
They could provide a few more sun loungers though .,171419976
Overall a great budget - luxury place to stay - really great value for money .,171419976
"This place suits couples on a budget that have done the whole hostel thing a few years back , but still like backpacking .",171419976
Close to a really great surf spot ( accessible by boat .,171419976
) .,171419976
we stayed there as a party of 3 .,150752275
booked efficiently through asia rooms .,150752275
VERY REASONABLE PRICE - APPROX 35 USD PER SUPERIOR ROOM - very attentive and kind staff .,150752275
grand entrance with a 4 star pool .,150752275
rooms were comfortable but yes a bit dated but we liked the outside space overlooking their gardens .,150752275
un pretentious atmosphere .,150752275
mixture of young and old just enjoying the atmosphere and location - 5 minutes either way to kuta beach or down town .,150752275
2 star prices for 4 star comfort ! ! ! ! ! .,150752275
I came with my family to Bali and decided at the last minute to stay in Kuta on our last night .,148688286
"it was the last day of the year , and all the nice hotels we inquired were fully booked .",148688286
We surfed through internet and found only this hotel in the Kuta area that still have available rooms .,148688286
"we were quoted Rp600 , 000 / room / night .",148688286
"When we went to check - in an hour later , we were told the rate was Rp700 , 000 .",148688286
"After we insisted that it wasn ' t the rate we were initially given , the unfriendly lady behind the counter finally gave in .",148688286
"When asked if we could get adjacent rooms , she said ok .",148688286
"But when we got our keys , we were given rooms at different floors , and she had no courtesy to even explain or apologize for not being able to give us what we requested .",148688286
She required cash for deposit so i gave .,148688286
"Ok now this place was old but it was cheap and it matched its dollar value , the rooms were clean and the bathroom as clean as they could get it , but the bathrooms are in seriouse need of an up grade , but back to $ value again it ' s ok .",130403625
The towels were clean but grey .,130403625
"One thing that was weird was all the light switches were filthy , they took the trouble to clean everything else but these looked like they hadn ' t been cleaned for 20 years , I just sprayed them with glen 20 .",130403625
The pool and the grounds were lovely and staff polite but not over friendly like Balanese normaly are .,130403625
"I ' d still recommend this if your on a budget , you don ' t spend much time in your room .",130403625
PS no coffee or tea facilities in the rooms or water .,130403625
"Stayed here with 2 of my siblings , booked 8 nights for £ 169 which was an absolute bargain ! It is spacious , big pool , large rooms and so close to everything such as shopping malls , markets , beach etc .",596478186
Overall had a good stay but it is a little tired .,596478186
"Some missing tiles in the pool , not enough sunbeds for such a large hotel & room not really as described .",596478186
We expected to have a deluxe superior room with 3 single beds in as that is how it is described on booking .,596478186
com but we just had 1 double bed with 2 mattresses stacked on top of each other for the 3rd bed .,596478186
Not really good enough & we probably wouldn ' t have booked had we have known this .,596478186
You get for you pay for at Bakungs .,581303283
You get AC and the balcony often comes with garden view .,581303283
"The rooms are just clean enough , some are better than others though and very simple .",581303283
The drain in the bathroom doesn ` t work well and the water can be boiling hot .,581303283
"But it ` s walking distance to the surf , it ` s quiet and yet close to the main road , Lippo mall and restaurants .",581303283
There is a nice pool and a beautiful garden .,581303283
What can I say .,549405211
Overall the hotel is bad .,549405211
At night their are no lights to help you to see where you are going .,549405211
You have to climb up so many stairs to get to the main reception .,549405211
"The service is shocking , not very heplful .",549405211
Not for the handicap person or the elderly people .,549405211
The pathway is dangerous and not level at all .,549405211
slippery when raining or wet .,549405211
You can either choose to use the steps or the steep path to go down to the rooms .,549405211
You choose .,549405211
There are no lifts only more stairs to get to the first floor .,549405211
The rooms are very basic .,549405211
The bedding was hard .,549405211
The bathroom was as basic as it comes and dirty .,549405211
No kettle and the air was loud and it was very hard to fall asleep .,549405211
Next morning we went for breakfast with my sister and her husband .,549405211
It was an average breakfast .,549405211
Would not recommend .,549405211
Quality of premises is bad .,544278109
Staffs are friendly but not knowledgeable .,544278109
Definitely not handicap friendly .,544278109
Bedding was hard .,544278109
Towels were clean .,544278109
Breakfast isn ’ t recommended at all .,544278109
There ’ s a good and cheap massage place right across the road though .,544278109
We ' ve booked a room for 3 persons .,531121159
When we came in there were only 2 beds and one matras on the ground .,531121159
The pictures on the website did show uw a room with 3 normal beds .,531121159
When we ' ve asked for a normal bed it was really difficult to get it .,531121159
"The staff were really unfriendly at the reception , haven ' t seen a smile at all .",531121159
Eventually we ' ve got the extra bed .,531121159
"The rooms were really dirty , there were a lot of string of hair on the ground .",531121159
Like if they did not swipe the room for a month .,531121159
We had cockrouches in our bathroom and a lot of mult .,531121159
Also the shower was cold .,531121159
The fridge did not work at all .,531121159
The only nice thing was the pool with the bar inside .,531121159
We were glas we ' ve only booked for one night .,531121159
"Never going back to this place again , no one should .",531121159
"We Booked 4 rooms , 2 with extra beds for our family .",530082607
"The pool whilst large had many broken , sharp tiles and the ph levels were obviously well off as many eye and skin irritations .",530082607
The rooms whilst spacious were poorly equipped and bathrooms in a very poor state .,530082607
Air cons worked quite well .,530082607
Tom cats everywhere which urinated on 1 of our doors leaving an aroma which could not be removed and infiltrated the room .,530082607
Breakfast was adequate but not great .,530082607
Worst feature was the shocking bed bug bites our 9 year old received .,530082607
He was covered in them and his holiday quite spoilt .,530082607
This is a low price hotel and we didn ’ t expect a lot but this issue was inexcusable .,530082607
I am still currently ill from visiting Bali 6 months ago and I feel like this place has a lot to do with it .,493740830
Our room had two single beds pushed together .,493740830
Breakfast was terrible as bees were everywhere .,493740830
Over 4 cats that will literally walk into your room but all were very lovely .,493740830
"Two male staff members were so lovely - they added us on Facebook at the end of our trip but upon going through their photos they go though guests rooms and take funny pictures with their items - alcohol , sunglasses .",493740830
I found this very unprofessional .,493740830
Bathroom was clogged and sewage came up the shower drain .,493740830
Was told this would be fixed - it took the whole day and stunk of poo .,493740830
The next day the same thing happened .,493740830
Went down to reception and got placed in a new room - no problems with clogging in this .,493740830
